chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
10/11/2013,1,STORM QUEEN,LOOK RIGHT THROUGH,New,1,1
10/11/2013,2,EMINEM FT RIHANNA,THE MONSTER,1,1,2
10/11/2013,3,LITTLE MIX,MOVE,New,3,1
10/11/2013,4,LORDE,ROYALS,2,1,3
10/11/2013,5,ONE DIRECTION,STORY OF MY LIFE,4,4,2
10/11/2013,6,ONEREPUBLIC,COUNTING STARS,5,1,14
10/11/2013,7,BRITNEY SPEARS,WORK BITCH,New,7,1
10/11/2013,8,TINIE TEMPAH FT JOHN MARTIN,CHILDREN OF THE SUN,6,6,2
10/11/2013,9,FATBOYSLIM/RIVASTARR/BEARDYMAN,EAT SLEEP RAVE REPEAT,3,3,2
10/11/2013,10,JAMES ARTHUR,YOU'RE NOBODY 'TIL SOMEBODY LOVES YOU,9,2,3
10/11/2013,11,KATY PERRY,ROAR,7,1,10
10/11/2013,12,MILEY CYRUS,WRECKING BALL,10,1,5
10/11/2013,13,ED SHEERAN,I SEE FIRE,New,13,1
10/11/2013,14,KATY B,5 AM,New,14,1
10/11/2013,15,WILKINSON FT BECKY HILL,AFTERGLOW,14,8,4
10/11/2013,16,SHOWTEK/WE ARE LOUD/WILSON,BOOYAH,11,5,3
10/11/2013,17,JAMES BLUNT,BONFIRE HEART,13,4,5
10/11/2013,18,DRAKE FT MAJID JORDAN,HOLD ON WE'RE GOING HOME,15,4,14
10/11/2013,19,VAMPS,CAN WE DANCE,16,2,6
10/11/2013,20,RIZZLE KICKS,SKIP TO THE GOOD BIT,21,20,5
10/11/2013,21,FOXES,YOUTH,12,12,2
10/11/2013,22,CONOR MAYNARD,R U CRAZY,17,4,5
10/11/2013,23,WANTED,SHOW ME LOVE (AMERICA),8,8,2
10/11/2013,24,YLVIS,THE FOX,18,17,8
10/11/2013,25,TAYLOR SWIFT & GARY LIGHTBODY,THE LAST TIME,New,25,1
