chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
21/2/1958,1,MICHAEL HOLLIDAY,THE STORY OF MY LIFE,1,1,6
21/2/1958,2,PERRY COMO,MAGIC MOMENTS,3,2,3
21/2/1958,3,ELVIS PRESLEY,JAILHOUSE ROCK,2,1,5
21/2/1958,4,DANNY AND THE JUNIORS,AT THE HOP,4,4,6
21/2/1958,5,CRICKETS,OH BOY,5,3,9
21/2/1958,6,FRANK SINATRA,ALL THE WAY/CHICAGO,6,3,14
21/2/1958,7,MARION RYAN,LOVE ME FOREVER,7,7,5
21/2/1958,8,PAUL ANKA,YOU ARE MY DESTINY,10,8,4
21/2/1958,9,PAT BOONE,APRIL LOVE,7,7,12
21/2/1958,10,BUDDY HOLLY,PEGGY SUE,7,6,12
21/2/1958,11,BILL JUSTIS,RAUNCHY,15,11,6
21/2/1958,12,JERRY LEE LEWIS,GREAT BALLS OF FIRE,11,1,10
21/2/1958,13,LARRY WILLIAMS,BONY MORONIE,12,12,6
21/2/1958,14,MCGUIRE SISTERS,SUGARTIME,24,14,2
21/2/1958,15,FRANK SINATRA,WITCHCRAFT,20,15,3
21/2/1958,16,JIMMIE RODGERS,KISSES SWEETER THAN WINE,16,7,10
21/2/1958,17,JOHNNY OTIS AND HIS ORCHESTRA WITH MARIE ADAMS,MA HE'S MAKING EYES AT ME,13,2,14
21/2/1958,18,MALCOLM VAUGHAN,MY SPECIAL ANGEL,14,3,13
21/2/1958,19,KEN MACKINTOSH,RAUNCHY,20,19,3
21/2/1958,20,EDDIE CALVERT,MANDY (LA PANSE),26,20,3
21/2/1958,21,ELVIS PRESLEY,JAILHOUSE ROCK (EP),18,18,4
21/2/1958,22,DAVID WHITFIELD,CRY MY HEART,23,22,2
21/2/1958,22,RONNIE HILTON,MAGIC MOMENTS,New,22,1
21/2/1958,24,GARY MILLER,THE STORY OF MY LIFE,17,14,6
21/2/1958,25,FRANKIE VAUGHAN,KISSES SWEETER THAN WINE,19,8,10
21/2/1958,25,LOUIS PRIMA,BUONA SERA,New,25,1
21/2/1958,27,RICKY NELSON,STOOD UP,New,27,1
21/2/1958,28,JOHNNY OTIS SHOW,BYE BYE BABY,22,20,7
21/2/1958,29,EYDIE GORME,LOVE ME FOREVER,26,21,5
21/2/1958,30,ALMA COGAN,SUGARTIME,29,29,2
21/2/1958,30,BOBBY HELMS,NO OTHER BABY,New,30,1
