chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
2/3/1975,1,TELLY SAVALAS,IF,2,1,3
2/3/1975,2,STEVE HARLEY AND COCKNEY REBEL,MAKE ME SMILE (COME UP AND SEE ME),1,1,5
2/3/1975,3,MUD,THE SECRETS THAT YOU KEEP,4,3,4
2/3/1975,4,FOX,ONLY YOU CAN,5,4,4
2/3/1975,5,FRANKIE VALLI,MY EYES ADORED YOU,7,5,6
2/3/1975,6,THE CARPENTERS,PLEASE MR POSTMAN,3,2,8
2/3/1975,7,SHIRLEY AND COMPANY,"SHAME, SHAME, SHAME",6,6,5
2/3/1975,8,BAY CITY ROLLERS,BYE BYE BABY,New,8,1
2/3/1975,9,THE AVERAGE WHITE BAND,PICK UP THE PIECES,22,9,3
2/3/1975,10,WIGAN'S CHOSEN FEW,FOOTSEE,10,9,8
2/3/1975,11,JOHNNY MATHIS,I'M STONE IN LOVE WITH YOU,19,11,7
2/3/1975,12,DANA,PLEASE TELL HIM THAT I SAID HELLO,17,12,7
2/3/1975,13,SUPERTRAMP,DREAMER,24,13,4
2/3/1975,14,LOVE UNLIMITED,IT MAY BE WINTER OUTSIDE (BUT IN MY HEART IT'S SPRING),11,11,7
2/3/1975,15,SLADE,HOW DOES IT FEEL?,21,15,4
2/3/1975,16,ALVIN STARDUST,GOOD LOVE CAN NEVER DIE,13,11,6
2/3/1975,17,SYREETA,YOUR KISS IS SWEET,12,12,6
2/3/1975,18,DAVID BOWIE,YOUNG AMERICANS,29,18,2
2/3/1975,19,SHOWADDYWADDY,SWEET MUSIC,30,19,3
2/3/1975,20,HELEN REDDY,ANGIE BABY,14,5,8
2/3/1975,21,BARRY MANILOW,MANDY,26,21,3
2/3/1975,22,HAMILTON BOHANNON,SOUTH AFRICAN MAN,23,22,4
2/3/1975,23,JOHN LENNON,NO 9 DREAM,27,23,5
2/3/1975,24,PILOT,JANUARY,9,1,8
2/3/1975,25,MAC AND KATIE KISSOON,SUGAR CANDY KISSES,8,3,8
2/3/1975,26,GUYS AND DOLLS,THERE'S A WHOLE LOT OF LOVING,44,26,2
2/3/1975,27,ARROWS,MY LAST NIGHT WITH YOU,25,25,6
2/3/1975,28,JOHNNY WAKELIN AND THE KINSHASA BAND,BLACK SUPERMAN (MUHAMMAD ALI),15,7,8
2/3/1975,29,ELTON JOHN BAND,PHILADELPHIA FREEDOM,New,29,1
2/3/1975,30,BARRY WHITE,WHAT AM I GONNA DO WITH YOU,New,30,1
2/3/1975,31,RUBETTES,I CAN DO IT,New,31,1
2/3/1975,32,GLITTER BAND,GOODBYE MY LOVE,16,2,8
2/3/1975,33,THE OSMONDS,HAVING A PARTY,43,33,2
2/3/1975,34,THE STYLISTICS,STAR ON A TV SHOW,18,12,7
2/3/1975,35,MOMENTS AND WHATNAUTS,GIRLS,New,35,1
2/3/1975,36,KENNY,FANCY PANTS,New,36,1
2/3/1975,37,THE DRIFTERS,LOVE GAMES,33,33,5
2/3/1975,38,QUEEN,NOW I'M HERE,20,11,7
2/3/1975,39,GARY LEWIS AND THE PLAYBOYS,MY HEART'S SYMPHONY,36,36,5
2/3/1975,40,KENNY,THE BUMP,28,3,14
2/3/1975,41,RUPIE EDWARDS,LEGO SKANGA,42,32,5
2/3/1975,42,BETTY WRIGHT,SHOORAH SHOORAH,31,27,7
2/3/1975,43,JOHN HOLT,HELP ME MAKE IT THROUGH THE NIGHT,35,6,13
2/3/1975,44,DEAN PARRISH,I'M ON MY WAY,38,38,5
2/3/1975,45,GLORIA GAYNOR,REACH OUT I'LL BE THERE,New,45,1
2/3/1975,46,BACHMAN-TURNER OVERDRIVE,ROLL ON DOWN THE HIGHWAY,32,22,6
2/3/1975,47,DUANE EDDY,PLAY ME LIKE YOU PLAY YOUR GUITAR,New,47,1
2/3/1975,48,THE SHADOWS,LET ME BE THE ONE,New,48,1
2/3/1975,49,ELVIS PRESLEY,PROMISED LAND,34,9,8
2/3/1975,50,SUZI QUATRO,YOUR MAMA WON'T LIKE ME,39,31,5
