chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
12/7/1957,1,ELVIS PRESLEY,ALL SHOOK UP,2,1,4
12/7/1957,2,LONNIE DONEGAN,GAMBLIN' MAN/PUTTING ON THE STYLE,1,1,6
12/7/1957,3,DIAMONDS,LITTLE DARLIN',5,3,7
12/7/1957,4,RONNIE HILTON,AROUND THE WORLD,4,4,8
12/7/1957,5,RUSS HAMILTON,WE WILL MAKE LOVE,8,5,8
12/7/1957,6,JOHNNIE RAY,YES TONIGHT JOSEPHINE,3,1,10
12/7/1957,7,NAT 'KING' COLE,WHEN I FALL IN LOVE,6,2,13
12/7/1957,8,KING BROTHERS,A WHITE SPORT COAT (AND A PINK CARNATION),9,6,7
12/7/1957,9,BING CROSBY,AROUND THE WORLD,10,5,8
12/7/1957,10,TOMMY STEELE AND THE STEELMEN,BUTTERFINGERS,12,10,10
12/7/1957,11,PEGGY LEE,MR WONDERFUL,7,5,8
12/7/1957,12,PAT BOONE,LOVE LETTERS IN THE SAND,18,12,2
12/7/1957,13,ELVIS PRESLEY,(LET ME BE YOUR) TEDDY BEAR,New,13,1
12/7/1957,14,CHARLIE GRACIE,FABULOUS,13,13,5
12/7/1957,15,CHARLES MCDEVITT SKIFFLE GROUP FEATURING NANCY WHISKEY,FREIGHT TRAIN FT NANCY WHISKEY,11,5,14
12/7/1957,16,ANDY WILLIAMS,I LIKE YOUR KIND OF LOVE,24,16,4
12/7/1957,17,ANDY WILLIAMS,BUTTERFLY,15,1,13
12/7/1957,18,LITTLE RICHARD,LUCILLE,18,18,3
12/7/1957,19,THE EVERLY BROTHERS,BYE BYE LOVE,New,19,1
12/7/1957,20,HARRY BELAFONTE,ISLAND IN THE SUN,15,15,5
12/7/1957,21,TERRY DENE,A WHITE SPORT COAT (AND A PINK CARNATION),22,18,6
12/7/1957,22,VERA LYNN,TRAVELLIN' HOME,20,20,4
12/7/1957,23,GUY MITCHELL,ROCK-A-BILLY,14,1,12
12/7/1957,24,GRACIE FIELDS,AROUND THE WORLD,17,8,7
12/7/1957,25,CHUCK BERRY,SCHOOL DAY (RING! RING! GOES THE BELL),RE,24,3
12/7/1957,26,ELVIS PRESLEY,TOO MUCH,RE,6,9
12/7/1957,27,TONY BRENT,DARK MOON,27,27,3
12/7/1957,28,SAL MINEO,START MOVIN' (IN MY DIRECTION),New,28,1
12/7/1957,29,DON LANG AND HIS FRANTIC FIVE,SCHOOL DAY (RING! RING! GOES THE BELL),26,26,2
12/7/1957,30,LEROY ANDERSON AND HIS POPS CONCERT ORCHESTRA,FORGOTTEN DREAMS,RE,28,2
