chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
7/11/1971,1,SLADE,COZ I LUV YOU,8,1,3
7/11/1971,2,ROD STEWART,MAGGIE MAY/REASON TO BELIEVE,1,1,11
7/11/1971,3,REDBONE,THE WITCH QUEEN OF NEW ORLEANS,2,2,8
7/11/1971,4,TOM JONES,TILL,5,4,4
7/11/1971,5,THE FOUR TOPS,SIMPLE GAME,3,3,8
7/11/1971,6,AL GREEN,TIRED OF BEING ALONE,4,4,6
7/11/1971,7,PIGLETS,JOHNNY REGGAE,19,7,2
7/11/1971,8,SPRINGWATER,I WILL RETURN,17,8,4
7/11/1971,9,JOAN BAEZ,THE NIGHT THEY DROVE OLD DIXIE DOWN,6,6,6
7/11/1971,10,TITANIC,SULTANA,7,5,8
7/11/1971,11,OLIVIA NEWTON-JOHN,BANKS OF THE OHIO,21,11,4
7/11/1971,12,SCOTT ENGLISH,BRANDY,13,12,6
7/11/1971,13,VINCE HILL,LOOK AROUND,12,12,8
7/11/1971,14,SHIRLEY BASSEY,FOR ALL WE KNOW,9,6,14
7/11/1971,15,MIDDLE OF THE ROAD,"TWEEDLE DEE, TWEEDLE DUM",10,2,11
7/11/1971,16,CHER,"GYPSYS, TRAMPS AND THIEVES",32,16,2
7/11/1971,17,BAY CITY ROLLERS,KEEP ON DANCING,16,9,9
7/11/1971,18,THE CARPENTERS,SUPERSTAR/FOR ALL WE KNOW,20,18,9
7/11/1971,19,FORTUNES,"FREEDOM COME, FREEDOM GO",11,6,10
7/11/1971,20,NEWBEATS,RUN BABY RUN,24,20,4
7/11/1971,21,ARETHA FRANKLIN,SPANISH HARLEM,14,14,7
7/11/1971,22,DIANA ROSS,SURRENDER,27,22,3
7/11/1971,23,JAMES TAYLOR,YOU'VE GOT A FRIEND,15,4,12
7/11/1971,24,NANCY SINATRA AND LEE HAZLEWOOD,DID YOU EVER,22,2,13
7/11/1971,25,DANYEL GERARD,BUTTERFLY,18,11,9
7/11/1971,26,THE MOVE,CHINATOWN,26,26,4
7/11/1971,27,THE WHO,LET'S SEE ACTION,30,27,4
7/11/1971,28,CLODAGH RODGERS,LADY LOVE BUG,35,28,6
7/11/1971,29,BENNY HILL,ERNIE (THE FASTEST MILKMAN IN THE WEST),New,29,1
7/11/1971,30,ELVIS PRESLEY,I'M LEAVIN',28,23,7
7/11/1971,31,ELGINS,PUT YOURSELF IN MY PLACE,34,28,6
7/11/1971,32,THE TAMS,HEY GIRL DON'T BOTHER ME,25,1,16
7/11/1971,33,THE DOORS,RIDERS ON THE STORM,40,33,4
7/11/1971,34,ENGELBERT HUMPERDINCK,"ANOTHER TIME, ANOTHER PLACE",29,13,10
7/11/1971,35,JIMI HENDRIX,GYPSY EYES/REMEMBER,43,35,3
7/11/1971,36,ROGER WHITTAKER,MAMMY BLUE,31,31,7
7/11/1971,37,T. REX,JEEPSTER,New,37,1
7/11/1971,38,CCS,TAP TURNS ON THE WATER,23,5,11
7/11/1971,39,THE SWEET,ALEXANDER GRAHAM BELL,33,33,5
7/11/1971,40,DANIEL BOONE,DADDY DON'T YOU WALK SO FAST,38,17,14
7/11/1971,41,SETTLERS,THE LIGHTNING TREE,36,36,5
7/11/1971,42,AUTUMN,MY LITTLE GIRL,47,37,5
7/11/1971,43,MARMALADE,COUSIN NORMAN,39,6,11
7/11/1971,44,BUFFY SAINTE-MARIE,SOLDIER BLUE,41,7,18
7/11/1971,45,CLIFF RICHARD,SING A SONG OF FREEDOM,New,45,1
7/11/1971,46,MIDDLE OF THE ROAD,CHIRPY CHIRPY CHEEP CHEEP,49,1,24
7/11/1971,47,THE NEW SEEKERS,NEVER ENDING SONG OF LOVE,46,2,19
7/11/1971,48,DEEP PURPLE,FIREBALL,New,48,1
7/11/1971,49,LOS POP TOPS,MAMMY BLUE,48,35,6
7/11/1971,50,BURUNDI STEIPHENSON BLACK,BURUNDI BLACK,New,50,1
