chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
8/6/1967,1,PROCOL HARUM,A WHITER SHADE OF PALE,4,1,3
8/6/1967,2,THE TREMELOES,SILENCE IS GOLDEN,1,1,7
8/6/1967,3,THE KINKS,WATERLOO SUNSET,2,2,5
8/6/1967,4,ENGELBERT HUMPERDINCK,THERE GOES MY EVERYTHING,7,4,3
8/6/1967,5,THE BEACH BOYS,THEN I KISSED HER,5,4,6
8/6/1967,6,THE SUPREMES,THE HAPPENING,8,6,5
8/6/1967,7,THE MAMAS AND THE PAPAS,DEDICATED TO THE ONE I LOVE,3,2,10
8/6/1967,8,JIMI HENDRIX EXPERIENCE,THE WIND CRIES MARY,6,6,5
8/6/1967,9,ARTHUR CONLEY,SWEET SOUL MUSIC,13,9,7
8/6/1967,10,THE WHO,PICTURES OF LILY,9,4,7
8/6/1967,11,NEW VAUDEVILLE BAND,FINCHLEY CENTRAL,16,11,5
8/6/1967,12,THE DUBLINERS,SEVEN DRUNKEN NIGHTS,10,7,11
8/6/1967,13,SANDIE SHAW,PUPPET ON A STRING,11,1,13
8/6/1967,14,"DAVE DEE, DOZY, BEAKY, MICK AND TICH",OKAY!,24,14,4
8/6/1967,15,THE BEE GEES,NEW YORK MINING DISASTER 1941,15,12,7
8/6/1967,16,VINCE HILL,ROSES OF PICARDY,18,16,5
8/6/1967,17,THE HOLLIES,CARRIE-ANNE,41,17,2
8/6/1967,18,NANCY SINATRA AND FRANK SINATRA,SOMETHIN' STUPID,12,1,12
8/6/1967,19,PP ARNOLD,THE FIRST CUT IS THE DEEPEST,22,19,6
8/6/1967,20,TOM JONES,FUNNY FAMILIAR FORGOTTEN FEELINGS,17,7,9
8/6/1967,21,TOPOL,IF I WERE A RICH MAN,25,21,8
8/6/1967,22,LULU,THE BOAT THAT I ROW,14,6,9
8/6/1967,23,THE YOUNG RASCALS,GROOVIN',36,23,3
8/6/1967,24,DUSTY SPRINGFIELD,GIVE ME TIME,32,24,3
8/6/1967,25,TROGGS,NIGHT OF THE LONG GRASS,39,25,2
8/6/1967,26,TRAFFIC,PAPER SUN,44,26,2
8/6/1967,27,JEFF BECK,HI HO SILVER LINING,19,14,12
8/6/1967,28,HERB ALPERT,CASINO ROYALE,27,27,7
8/6/1967,29,ENGELBERT HUMPERDINCK,RELEASE ME,23,1,20
8/6/1967,30,JIMI HENDRIX EXPERIENCE,PURPLE HAZE,20,3,12
8/6/1967,31,HAPPENINGS,I GOT RHYTHM,33,31,4
8/6/1967,32,THE MONKEES,A LITTLE BIT ME A LITTLE BIT YOU,21,3,10
8/6/1967,33,WALKER BROTHERS,WALKING IN THE RAIN,26,26,4
8/6/1967,34,PETULA CLARK,DON'T SLEEP IN THE SUBWAY,48,34,3
8/6/1967,35,WARM SOUNDS,BIRDS AND BEES,29,27,6
8/6/1967,36,MANFRED MANN,SWEET PEA,37,36,3
8/6/1967,37,THE SMALL FACES,HERE COME THE NICE,New,37,1
8/6/1967,38,ANDY WILLIAMS,MUSIC TO WATCH GIRLS BY,34,33,6
8/6/1967,39,VAL DOONICAN,TWO STREETS,43,39,3
8/6/1967,40,EDDIE FLOYD,KNOCK ON WOOD,35,19,16
8/6/1967,41,VIKKI CARR,IT MUST BE HIM (SEUL SUR SON ETOILE),50,41,2
8/6/1967,42,GLADYS KNIGHT AND THE PIPS,TAKE ME IN YOUR ARMS AND LOVE ME,New,42,1
8/6/1967,43,CREAM,STRANGE BREW,New,43,1
8/6/1967,44,THE MOVE,I CAN HEAR THE GRASS GROW,28,5,10
8/6/1967,45,CLIFF RICHARD,I'LL COME RUNNING,New,45,1
8/6/1967,46,THE TURTLES,HAPPY TOGETHER,31,12,12
8/6/1967,47,ARETHA FRANKLIN,RESPECT,New,47,1
8/6/1967,48,CILLA BLACK,WHAT GOOD AM I,New,48,1
8/6/1967,49,ELVIS PRESLEY,YOU GOTTA STOP/LOVE MACHINE,38,38,5
8/6/1967,50,MANFRED MANN,HA! HA! SAID THE CLOWN,30,4,11
